Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"interior design ideas for small dining room";"84";"0";"70";"79.00";"1.41";"https://www.trendir.com/dramatic-dining-rooms-30-beautiful-elegant-ideas/";"0.00";"0.00";"0.64";"7920000";"0.33,0.44,0.56,0.11,0.56,1.00,0.11,0.33,1.00,0.22,0.22,0.44";"1509936457"
"home interiors ideas";"42";"0";"20";"88.23";"1.69";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.45";"33000000";"0.50,0.50,0.25,0.50,0.50,0.50,0.75,0.50,0.50,0.25,1.00,0.50";"1508903231"
"contemporary interior sliding doors";"32";"0";"10";"63.06";"2.17";"https://www.trendir.com/contemporary-sliding-door-from-1/";"0.00";"0.00";"1.00";"4510000";"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50";"1509296374"
"home interior design ideas";"98";"76";"320";"81.70";"2.08";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.56";"66600000";"0.66,1.00,1.00,0.54,0.44,0.54,0.44,0.36,0.44,0.36,0.44,0.36";"1510692940"
"brick veneer interior";"64";"33";"110";"72.54";"1.10";"https://www.trendir.com/house-decorated-in-brick-veneer-inside-and-out/";"0.00";"0.00";"1.00";"2140000";"0.64,0.50,0.79,0.79,0.64,0.79,1.00,0.79,0.79,0.50,0.79,0.79";"1510836287"
"barn style sliding interior doors";"72";"0";"90";"85.65";"2.52";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"10500000";"0.44,0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78";"1509687321"
"decorative glass doors interior";"63";"0";"30";"70.33";"1.11";"https://www.trendir.com/decorative-glass-door-by-barte/";"0.00";"0.00";"1.00";"4320000";"1.00,0.60,0.20,0.20,0.40,0.40,0.60,0.60,0.40,0.40,0.80,0.80";"1508846047"
"creative interior design";"51";"49";"110";"65.47";"2.55";"https://www.trendir.com/creative-interior-design-by-geometrix-design/";"0.00";"0.00";"0.29";"79600000";"0.82,0.65,0.65,0.53,0.65,1.00,0.65,0.82,0.53,0.53,0.65,0.53";"1510841073"
"interior decoration for small house";"77";"0";"10";"87.29";"1.87";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.73";"16200000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509596907"
"house interior decoration";"77";"49";"20";"80.56";"1.01";"http://www.trendir.com/interiors/";"0.00";"0.00";"0.44";"161000000";"0.67,0.67,0.67,0.33,1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.33";"1506388511"
"house colour interior";"78";"0";"70";"82.52";"3.31";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.16";"78300000";"0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.50,0.25,0.25,1.00";"1510276479"
"house design interior";"53";"0";"30";"80.64";"1.16";"https://www.trendir.com/";"0.00";"0.00";"0.31";"451000000";"0.80,0.60,0.80,0.60,0.60,0.40,0.60,0.40,0.60,0.80,1.00,0.80";"1509511902"
"design interior modern";"6";"0";"10";"78.33";"5.24";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.55";"5880000";"1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00";"1509245503"
"ideas for interior walls";"20";"0";"30";"79.09";"1.14";"https://www.trendir.com/decorating-ideas-for-interior-concrete-walls/";"0.00";"0.00";"0.86";"52800000";"0.50,0.75,1.00,0.50,0.50,0.50,0.75,0.50,1.00,0.50,0.75,1.00";"1509337790"
"plastic shutters interior";"74";"0";"20";"74.15";"2.28";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"15900000";"0.67,0.33,0.33,0.33,1.00,0.67,0.67,0.67,0.33,0.33,0.67,0.67";"1509133203"
"interior doors designs";"20";"13";"10";"78.96";"1.12";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"0.98";"4490000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,1.00";"1510521667"
"modern church interior design";"30";"0";"20";"71.38";"2.94";"https://www.trendir.com/unusual-interior-design-converting-a-church/";"0.00";"0.00";"0.24";"0";"0.75,0.75,0.50,0.50,0.50,0.25,0.50,0.25,0.25,0.25,1.00,0.75";"1508936268"
"interior decoration of flat";"71";"88";"10";"83.27";"2.69";"https://www.trendir.com/interiors/";"0.00";"0.00";"1.00";"3600000";"0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00";"1510458617"
"home interior designs photos";"22";"20";"10";"84.21";"3.91";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.69";"178000000";"0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50";"1510592326"
"remodeling ranch style house interior";"23";"32";"50";"77.58";"5.35";"https://www.trendir.com/ranch-style-house-designs/";"0.00";"0.00";"0.27";"13000000";"0.78,0.11,0.33,1.00,0.33,0.22,0.56,0.22,0.56,1.00,1.00,0.11";"1510329622"
"window wooden shutters interior";"69";"39";"10";"75.07";"3.80";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"1370000";"0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50";"1510491627"
"shutters for doors interior";"19";"0";"20";"69.39";"2.31";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"19500000";"1.00,1.00,0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.33,0.67,0.33";"1508995440"
"interior brick walls";"71";"0";"140";"72.38";"1.68";"https://www.trendir.com/interior-brick-feature-wall/";"0.00";"0.00";"1.00";"39700000";"0.52,0.52,0.67,0.52,0.52,0.67,0.67,0.81,0.52,0.52,1.00,0.81";"1510771804"
"home office interior design";"68";"44";"70";"86.74";"7.45";"http://www.trendir.com/interior-ideas-for-the-home-office-modern-scandinavian-style/";"0.00";"0.00";"0.32";"29800000";"0.45,0.64,0.64,0.82,0.64,0.64,0.64,0.64,0.64,0.64,1.00,0.64";"1505448236"
"interior design bathroom";"58";"56";"140";"82.14";"4.32";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.31";"171000000";"0.81,0.52,0.52,0.67,0.67,0.81,0.81,0.67,0.67,0.67,1.00,0.67";"1510790081"
"interior barn door designs";"65";"0";"50";"81.63";"1.72";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"3930000";"0.64,0.36,0.36,0.45,0.18,0.45,0.45,0.45,0.64,0.64,1.00,0.82";"1508481148"
"sliding interior barn door";"96";"99";"140";"81.14";"1.19";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"2600000";"0.35,0.35,0.54,1.00,0.81,0.35,0.27,0.54,0.35,0.27,0.54,0.54";"1510795813"
"amazing interior design ideas";"79";"99";"10";"69.08";"2.40";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.38";"9920000";"0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00";"1510503286"
"office interior design pictures";"63";"0";"10";"86.34";"3.32";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.50";"46500000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.67,1.00";"1509245318"
"chic interiors";"85";"0";"50";"49.67";"1.32";"https://www.trendir.com/chic-interiors-with-unique-materials-by-karhard-architektur/";"0.00";"0.00";"0.06";"6790000";"0.78,0.56,0.56,0.56,0.44,0.78,0.56,0.56,0.56,0.56,0.56,1.00";"1508720758"
"interior decorating ideas for sunrooms";"54";"67";"10";"77.89";"13.05";"https://www.trendir.com/pieces-of-modern-sunroom-furniture/";"0.00";"0.00";"0.96";"5100000";"1.00,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50";"1510612214"
"french interior";"59";"0";"70";"73.74";"2.12";"https://www.trendir.com/classic-french-interior-decor-with-a-modern-twist/";"0.00";"0.00";"0.12";"172000000";"0.78,0.78,0.56,0.44,0.78,1.00,0.78,0.78,0.78,0.44,1.00,0.78";"1508434033"
"interior barn style sliding door";"68";"0";"20";"86.26";"1.16";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"2120000";"0.25,0.25,0.25,0.25,0.25,0.75,0.50,1.00,0.75,1.00,1.00,0.25";"1509096539"
"photos of interior design living room";"67";"0";"10";"80.00";"3.56";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.82";"95600000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510694367"
"interior colonial shutters";"54";"0";"30";"69.58";"3.48";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"12300000";"0.75,0.75,0.25,0.25,0.75,1.00,0.75,1.00,1.00,0.50,1.00,1.00";"1508767756"
"modern interior barn doors";"42";"0";"70";"80.71";"1.30";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"3320000";"0.36,0.36,0.36,0.36,0.64,0.64,0.45,0.45,0.64,0.64,1.00,1.00";"1508439116"
"industrial chic interior design";"28";"0";"30";"70.19";"2.36";"https://www.trendir.com/industrial-chic-concrete-house-with-interior-courtyard/";"0.00";"0.00";"0.12";"3840000";"0.50,0.25,1.00,0.75,1.00,0.50,0.50,0.50,0.75,0.50,0.75,0.75";"1508739985"
"modern interior design furniture";"14";"14";"10";"72.80";"2.42";"https://www.trendir.com/";"0.00";"0.00";"0.73";"119000000";"0.50,0.25,0.25,0.25,0.50,0.25,0.25,0.25,1.00,0.25,0.25,0.25";"1510591527"
"interior hanging chair";"7";"0";"20";"77.93";"1.75";"https://www.trendir.com/indoor-hanging-seats-20-fun-favorites/";"0.00";"0.00";"1.00";"14400000";"0.33,0.33,0.67,0.33,0.33,1.00,0.33,1.00,0.33,0.33,0.33,1.00";"1509512453"
"how to build interior shutters";"85";"0";"30";"81.06";"2.50";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"0.94";"5610000";"0.80,0.60,0.60,0.40,0.60,0.60,0.40,1.00,0.80,0.40,1.00,0.60";"1508738572"
"shutter interior doors";"28";"36";"70";"69.05";"2.89";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"1200000";"0.33,1.00,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,1.00";"1510282008"
"beach house interiors images";"33";"24";"40";"75.08";"4.97";"https://www.trendir.com/bold-exterior-beach-house-with-minimalist-interiors/";"0.00";"0.00";"0.26";"12200000";"0.56,0.78,0.33,1.00,0.33,0.33,0.11,0.56,0.11,0.78,0.78,0.78";"1510401470"
"boat interior design ideas";"17";"0";"70";"72.39";"1.20";"https://www.trendir.com/yacht-interior-designs/";"0.00";"0.00";"0.30";"20400000";"0.45,0.64,0.64,0.82,0.64,1.00,0.45,0.64,0.27,0.36,0.64,0.82";"1508553716"
"interior design ideas for small houses";"56";"78";"10";"85.30";"1.33";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.43";"4110000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510630484"
"contemporary offices interior design";"73";"0";"10";"80.44";"6.06";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.36";"40300000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50";"1509491926"
"home interior design samples";"49";"48";"50";"83.22";"1.50";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.49";"311000000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44";"1510313645"
"scandinavian interior designers";"28";"25";"10";"71.87";"1.13";"https://www.trendir.com/scandinavian-interior-designs/";"0.00";"0.00";"0.31";"11800000";"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00";"1510675909"
"sliding glass doors interior modern";"78";"0";"10";"71.16";"1.30";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"2060000";"1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00";"1510590011"
"house interior design ideas";"32";"0";"90";"82.45";"1.70";"https://www.trendir.com/summer-house-interior-design-ideas-from-berlin/";"0.00";"0.00";"0.35";"60700000";"0.81,1.00,0.24,0.24,0.33,0.33,0.33,0.33,0.43,0.52,0.67,0.43";"1508347092"
"interior design pics";"56";"0";"50";"81.66";"7.37";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.32";"39000000";"0.78,0.56,0.78,0.33,0.56,0.44,0.78,1.00,0.56,0.44,0.33,0.56";"1508459022"
"interior design details";"59";"0";"70";"66.98";"9.45";"https://www.trendir.com/cool-interior-design-details-in-a-modern-home/";"0.00";"0.00";"0.33";"169000000";"0.33,0.44,0.56,0.11,0.56,1.00,1.00,0.33,1.00,0.22,0.22,0.44";"1510115812"
"interior living room designs";"87";"0";"40";"78.36";"3.03";"https://www.trendir.com/interior-design-inspiration-from-linea-italia-infinite-living-room-design-ideas-with-kube/";"0.00";"0.00";"0.73";"38600000";"0.36,0.45,0.82,0.64,1.00,1.00,0.09,0.09,0.09,0.09,0.09,0.18";"1508698057"
"closet interiors";"19";"34";"110";"67.79";"3.25";"https://www.trendir.com/closet-interior-design-dont-overlook-it/";"0.00";"0.00";"1.00";"36800000";"0.79,0.79,1.00,0.64,0.64,0.79,0.79,0.79,0.79,1.00,1.00,1.00";"1510811677"
"modern interior design living room ideas";"42";"0";"70";"72.77";"1.50";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.83";"30900000";"0.11,0.33,0.78,0.22,0.78,1.00,0.11,0.44,0.11,0.78,0.78,0.78";"1509954779"
"curtain design for home interiors";"30";"0";"10";"77.12";"2.06";"https://www.trendir.com/elegant-curtain-design-for-a-modern-home/";"0.00";"0.00";"0.99";"37100000";"0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00";"1510504067"
"luxury mansion interior";"27";"0";"20";"78.49";"4.61";"https://www.trendir.com/house-design/luxury-homes/";"0.00";"0.00";"0.03";"40200000";"0.33,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.67,1.00,1.00";"1509100723"
"designs for homes interior";"36";"24";"10";"82.69";"2.76";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.80";"67800000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00";"1510489272"
"wooden floor interior design";"78";"0";"40";"78.58";"2.11";"https://www.trendir.com/painted-wood-floor-designs-most-popular/";"0.00";"0.00";"0.31";"4840000";"0.56,0.33,0.44,1.00,0.44,0.22,0.22,0.22,0.78,0.44,0.44,0.78";"1510401959"
"interior glass sliding door";"42";"0";"20";"69.18";"1.35";"https://www.trendir.com/glass-sliding-door-from-albed/";"0.00";"0.00";"1.00";"14200000";"0.33,0.67,0.33,0.67,0.33,1.00,1.00,0.67,0.33,0.33,1.00,0.67";"1509405406"
"lodge interior design ideas";"50";"0";"10";"74.31";"1.75";"https://www.trendir.com/rustic-log-cabin-design-with-stunning-interiors/";"0.00";"0.00";"0.50";"16900000";"0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,1.00";"1509228243"
"dining room interior design";"77";"0";"90";"86.39";"3.12";"http://www.trendir.com/dramatic-dining-rooms-30-beautiful-elegant-ideas/";"0.00";"0.00";"0.25";"251000000";"0.36,0.50,0.64,0.50,0.21,0.36,0.64,0.64,0.79,0.64,1.00,0.79";"1505413765"
"boat interior designs";"10";"13";"10";"62.21";"1.03";"https://www.trendir.com/yacht-interior-designs/";"0.00";"0.00";"0.48";"17000000";"0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00";"1510659469"
"beautiful houses interior and exterior photos";"86";"92";"70";"74.21";"2.05";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.13";"23900000";"0.33,0.78,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.78";"1510315054"
"interior for bedroom";"21";"48";"10";"78.69";"1.85";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.65";"245000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510502025"
"beige interior design";"20";"0";"10";"66.99";"3.59";"https://www.trendir.com/decorating-with-grey-and-beige-inviting-interior-design-for-a-modern-attic-loft/";"0.00";"0.00";"0.18";"87200000";"0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.67,1.00";"1509209841"
"image of interior design";"55";"0";"10";"84.45";"12.37";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.50";"257000000";"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509296699"
"green interior paint colors";"76";"0";"50";"86.07";"2.34";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.55";"10100000";"0.71,0.71,1.00,1.00,1.00,0.71,0.57,0.57,0.43,0.57,0.71,0.57";"1508581713"
"cottage shutters interior";"47";"0";"30";"82.34";"1.02";"https://www.trendir.com/summer-retreat-with-modern-shutters/";"0.00";"0.00";"1.00";"19200000";"1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.67";"1509388339"
"trend interior design";"59";"0";"10";"85.18";"1.69";"https://www.trendir.com/modern-tile-designs-tile-interior-design-ideas-by-trend/";"0.00";"0.00";"0.40";"45400000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509224497"
"luxury log home interiors";"89";"0";"90";"65.23";"1.49";"https://www.trendir.com/rustic-modern-decor/";"0.00";"0.00";"0.58";"8820000";"0.44,0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11";"1509683010"
"modern doors interior";"60";"0";"90";"67.20";"1.59";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"59600000";"0.18,0.24,0.18,0.24,0.41,0.41,0.53,1.00,1.00,1.00,1.00,0.53";"1508346128"
"barn door designs interior";"80";"85";"50";"76.79";"1.79";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"4040000";"0.67,0.19,0.67,0.29,0.10,0.35,1.00,0.15,0.06,0.10,0.10,0.08";"1510330088"
"interior door modern";"29";"0";"30";"66.59";"2.17";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"82300000";"0.22,0.56,0.22,0.11,0.33,0.11,0.11,0.44,0.33,0.11,1.00,0.44";"1508844038"
"decorate log cabin interior";"78";"82";"50";"76.41";"2.54";"https://www.trendir.com/rustic-log-cabin-design-with-stunning-interiors/";"0.00";"0.00";"0.52";"4690000";"0.44,0.11,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.56";"1510329084"
"bedroom interior pictures";"37";"50";"10";"73.82";"3.35";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.10";"57100000";"1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510622124"
"red interior design";"13";"0";"50";"65.48";"7.98";"https://www.trendir.com/red-interior-design-inspiration/";"0.00";"0.00";"0.20";"246000000";"1.00,0.71,0.71,0.43,0.43,0.43,0.57,0.57,0.57,0.57,0.71,1.00";"1508526042"
"green interior designers";"22";"0";"10";"56.55";"2.80";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.25";"364000000";"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1509152445"
"pineapple house interior design";"95";"0";"320";"74.56";"19.51";"https://www.trendir.com/basement-ideas/";"0.00";"0.00";"0.13";"2450000";"0.12,0.01,0.06,0.02,0.12,0.02,0.19,1.00,0.44,0.67,0.67,0.55";"1509627826"
"luxury house interior";"50";"0";"50";"74.27";"1.67";"https://www.trendir.com/house-design/luxury-homes/";"0.00";"0.00";"0.11";"155000000";"0.56,0.44,0.44,0.44,0.44,0.44,0.33,0.33,1.00,0.44,1.00,0.78";"1508531676"
"european home interiors";"75";"96";"50";"69.01";"2.13";"https://www.trendir.com/european-style-home-designs-spanish-architecture-in-columbia/";"0.00";"0.00";"0.30";"10300000";"0.78,0.44,0.44,1.00,0.44,0.11,0.22,0.56,0.22,1.00,1.00,0.44";"1510317482"
"glass wall interior";"34";"0";"10";"64.75";"1.03";"https://www.trendir.com/house-with-floating-facade-glass-walls-and-interior-courtyard/";"0.00";"0.00";"0.75";"144000000";"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,1.00,0.50,1.00";"1509193214"
"pictures of interior designs";"61";"0";"10";"84.33";"4.64";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.56";"186000000";"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50";"1509224782"
"shutters for decoration interior";"27";"23";"50";"85.57";"1.19";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"13800000";"0.78,0.22,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,0.56";"1510312634"
"tiny house interior design ideas";"98";"0";"140";"77.04";"1.46";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.17";"6350000";"0.43,0.52,0.67,0.33,0.67,0.81,1.00,0.81,0.52,0.43,0.67,0.67";"1508322476"
"interior courtyards";"22";"0";"20";"84.14";"2.13";"https://www.trendir.com/luxury-melbourne-home-with-pillared-entry-and-interior-courtyards/";"0.00";"0.00";"0.05";"17000000";"0.75,0.75,0.50,0.50,0.25,0.25,0.75,0.50,0.25,0.25,0.75,1.00";"1509423032"
"interior design room ideas";"72";"0";"20";"81.03";"1.59";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.31";"65700000";"0.50,0.25,0.50,0.25,0.50,0.75,1.00,0.50,0.75,0.25,0.75,0.50";"1508984415"
"cottage interior decorating";"47";"0";"40";"83.84";"2.11";"https://www.trendir.com/cottage-style-decor-by-architecture-and-interior-design-firm/";"0.00";"0.00";"0.39";"16400000";"1.00,1.00,0.71,0.57,0.57,1.00,0.57,0.57,0.43,0.14,0.43,0.43";"1508621636"
"interior column designs";"45";"0";"30";"80.54";"1.84";"https://www.trendir.com/columns-in-interior-design-decorating-ideas-by-sheldon-mindel-associates/";"0.00";"0.00";"1.00";"38700000";"0.71,0.14,0.43,0.57,0.57,1.00,0.14,0.14,0.29,0.29,0.43,0.43";"1509386002"
"modern industrial interior design";"64";"0";"50";"66.09";"4.66";"https://www.trendir.com/industrial-style-house-plan-suburban-exterior-industrial-interior/";"0.00";"0.00";"0.07";"36900000";"1.00,0.71,0.57,0.57,1.00,1.00,0.43,0.43,0.57,0.71,1.00,1.00";"1508588816"
"small cabin interior design";"37";"0";"50";"81.57";"3.55";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.32";"25500000";"0.56,0.22,0.56,0.78,0.78,0.78,0.44,0.33,0.44,0.44,1.00,0.78";"1508547334"
"rustic cabin interior design ideas";"34";"0";"40";"75.42";"1.27";"https://www.trendir.com/rustic-log-cabin-design-with-stunning-interiors/";"0.00";"0.00";"0.40";"18900000";"0.71,0.29,0.29,0.29,0.43,0.71,0.71,0.43,0.43,0.57,1.00,0.43";"1508700318"
"interior design home ideas";"62";"0";"20";"85.81";"1.47";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.38";"64600000";"0.60,0.80,0.80,1.00,0.20,0.40,0.20,0.20,0.20,0.20,0.40,0.20";"1508906496"
"beach house furniture and interiors";"98";"0";"50";"70.46";"1.02";"https://www.trendir.com/bold-exterior-beach-house-with-minimalist-interiors/";"0.00";"0.00";"1.00";"5790000";"0.14,0.07,0.07,0.14,0.14,0.14,1.00,0.29,0.21,1.00,0.64,0.14";"1508736668"
"home interiors decorating ideas";"64";"0";"10";"83.65";"2.79";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.84";"5760000";"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50";"1509242713"
"best interior decorating websites";"82";"0";"20";"80.71";"1.28";"https://www.trendir.com/";"0.00";"0.00";"0.63";"8440000";"0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.40,1.00";"1509404019"
"loft style interior design";"33";"29";"10";"77.64";"1.31";"https://www.trendir.com/unique-loft-interior-design-in-new-york/";"0.00";"0.00";"0.22";"37300000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,1.00";"1510754262"
"fish house interior designs";"27";"27";"70";"69.46";"2.93";"https://www.trendir.com/aquariums-interior-design/";"0.00";"0.00";"0.34";"21600000";"0.56,0.44,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.44";"1510311471"
"interior design photo";"37";"0";"20";"85.11";"3.23";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.45";"659000000";"0.67,0.67,0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.33,1.00";"1508998070"
"designer interior doors";"63";"0";"50";"72.59";"1.64";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"4350000";"0.36,0.21,0.29,0.21,0.36,1.00,0.50,0.36,0.50,0.36,0.50,0.36";"1508554101"
"rustic interiors";"69";"0";"260";"70.02";"1.12";"https://www.trendir.com/turret-home-with-rustic-interiors/";"0.00";"0.00";"0.29";"26000000";"0.81,0.53,0.81,0.66,0.53,0.81,0.81,0.81,0.81,0.66,1.00,0.81";"1510720352"
"modern style interior doors";"39";"25";"70";"66.47";"2.12";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"9100000";"0.56,1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44";"1510077162"
"plantation shutters for doors interior";"61";"0";"40";"80.05";"2.44";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"4880000";"0.71,0.71,0.71,0.57,0.57,0.57,0.43,0.57,0.57,0.43,1.00,0.71";"1508608425"
"interior design personality";"53";"0";"10";"72.41";"2.05";"https://www.trendir.com/contrast-interior-design-home-with-dual-personality/";"0.00";"0.00";"0.15";"25800000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.67,1.00";"1509244744"
"interior designs for bathrooms";"22";"22";"10";"79.26";"1.30";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.67";"3590000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510502262"
"interior bedroom design";"20";"0";"40";"77.32";"4.36";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.15";"241000000";"1.00,0.80,1.00,0.80,0.60,0.80,0.80,1.00,0.80,0.80,1.00,0.80";"1508622613"
"contemporary kitchen interiors";"26";"18";"10";"83.99";"1.11";"https://www.trendir.com/contemporary-kitchen-cabinets/";"0.00";"0.00";"0.80";"105000000";"1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00";"1510522189"
"interior shutter";"45";"0";"170";"76.28";"2.75";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"14400000";"1.00,1.00,0.81,0.81,0.67,0.67,0.81,0.67,0.67,0.52,0.81,0.67";"1510858175"
